# ra,    dec,  Vmag,   B-V;  This data is extracted from SKY2000 Master Catalog, Version 4 <Goddard Space Flight Center, Flight Dynamics Division (2002)>
ra	dec	vmag	bv
198.0133	-37.8030	4.85	0.705
198.0148	-16.1986	5.04	0.473
198.0733	-59.9206	4.59	-0.082
198.3473	-50.6998	5.91	-0.015
198.5454	-19.9309	5.32	0.861
198.5722	-78.4475	5.85	1.030
198.6803	-48.9570	5.84	1.072
198.8123	-67.8946	4.78	-0.081
199.1938	9.4242	5.20	0.585
199.2214	-31.5062	5.12	0.952
199.3042	-66.7834	4.85	1.480
199.3080	-43.9795	5.82	0.204
199.3151	13.6758	5.31	1.323
199.3856	40.5726	4.71	0.328
199.4012	5.4699	4.79	1.641
199.5605	49.6821	5.15	-0.052
199.6013	-18.3112	4.74	0.709
199.6155	34.0983	5.79	1.365
199.7304	-23.1715	3.00	0.914
200.1492	-36.7123	2.76	0.064
200.1576	-52.7478	5.46	-0.124
200.2404	-46.8800	5.76	1.101
200.4235	2.0872	5.69	0.042
200.5404	5.1548	5.88	0.115
200.6581	-60.9884	4.53	-0.140
200.7546	-17.7353	5.36	0.979
200.9814	54.9254	2.22	0.053
201.0020	-64.5357	4.53	0.830
201.2778	23.8544	5.76	0.078
201.2797	-74.8878	5.04	1.108
201.2982	-11.1613	1.06	-0.136
201.4596	-70.6272	5.66	-0.024
201.5324	-39.7551	5.11	1.203
201.5336	72.3915	5.81	1.625
201.5476	-1.1925	5.97	0.181
201.5692	46.0281	5.88	0.981
201.6799	-12.7077	5.26	1.477
201.7338	-41.4976	5.66	1.490
201.7367	78.6439	5.75	0.759
201.8632	-15.9736	4.75	1.094
202.1075	13.7788	4.97	0.711
202.1129	59.9458	5.46	0.006
202.3042	10.8183	5.65	1.066
202.3552	-51.1651	5.05	0.055
202.7610	-39.4073	3.90	1.178
202.9912	-6.2558	4.70	1.602
203.1496	-28.6928	5.70	0.036
203.2152	-15.3630	5.53	1.219
203.2420	-10.1650	5.21	0.969
203.5304	55.3484	5.60	-0.017
203.5330	3.6590	4.92	0.049
203.6136	49.0160	4.67	0.139
203.6685	-13.2143	5.93	0.016
203.6733	-0.5958	3.38	0.128
203.6992	37.1824	4.94	0.414
203.8804	-5.3962	5.71	0.947
204.2019	-26.4952	5.72	0.232
204.2462	24.6133	5.73	1.563
204.2750	-44.1432	5.96	0.935
204.2958	71.2423	5.50	1.218
204.3016	-61.6919	5.63	0.501
204.3478	-46.4279	5.90	-0.102
204.3651	36.2949	4.91	0.223
204.6753	-29.5609	5.82	0.415
204.7040	-57.6227	6.00	1.120
204.8769	52.9212	5.47	0.109
204.8943	10.7462	5.58	0.334
204.9523	-40.0517	5.60	1.306
204.9719	-53.4664	2.28	-0.173
204.9992	-49.9500	5.85	1.466
205.0446	-64.5766	5.79	0.398
205.1686	19.9557	5.76	0.020
205.1845	54.6816	4.63	1.630
205.2312	-85.7860	5.56	0.181
205.2598	22.4958	5.63	1.015
205.3746	64.8224	5.84	0.073
205.4032	-8.7030	5.03	1.599
205.4365	-54.5594	5.23	-0.072
205.5045	-58.7871	5.39	-0.034
205.5962	82.7524	5.92	0.990
205.6633	78.0644	5.91	0.997
205.6810	34.9890	5.98	0.859
205.7655	3.5379	5.35	1.091
206.1243	-16.1791	5.57	0.789
206.4037	-26.1160	5.81	0.020
206.4219	-33.0437	4.23	0.382
206.4847	-12.4265	5.50	0.904
206.5564	41.0887	5.89	0.208
206.6641	-51.4328	4.64	0.946
206.6805	25.7022	5.97	0.518
206.7348	-36.2519	5.16	-0.010
206.7491	38.5427	5.50	1.043
206.8156	17.4569	4.49	0.498
206.8852	49.3133	1.86	-0.102
206.9106	-50.3207	5.46	1.335
207.1614	31.1902	5.61	1.029
207.3613	-34.4508	4.29	1.332
207.3693	15.7979	4.04	1.507
207.3762	-41.6877	3.40	-0.206
207.4285	21.2641	4.91	1.417
207.4396	61.4893	5.97	0.952
207.4678	-18.1342	4.96	1.051
207.6028	5.4972	6.00	0.879
207.7884	34.6644	5.90	1.608
207.8581	64.7233	4.61	1.544
207.9476	-69.4013	5.75	1.718
207.9567	-32.9941	4.55	-0.141
208.0203	-52.8115	5.26	-0.087
208.2928	28.6481	5.91	0.201
208.3022	-31.9276	4.74	-0.135
208.3865	-35.6642	5.56	0.430
208.4626	53.7287	5.70	-0.035
208.6712	18.3977	2.68	0.605
208.6756	-1.5031	5.16	1.090
208.7046	-67.6521	5.71	1.485
208.9120	-82.6662	5.95	1.410
209.0824	-46.5929	5.82	1.137
209.1162	1.0506	5.90	0.213
209.1424	27.4921	5.01	1.440
209.4120	-63.6867	4.71	1.100
209.5678	-42.1008	3.82	-0.200
209.6298	-24.9722	5.21	-0.090
209.6622	21.6962	5.76	-0.005
209.6663	14.6493	6.00	1.429
209.6698	-44.8036	3.86	-0.196
209.8228	-50.3696	5.92	0.946
210.2185	-66.2689	5.96	0.356
210.3351	8.8949	5.98	0.081
210.4116	1.5445	4.24	0.099
210.4312	-45.6034	4.34	0.606
210.5949	-27.4298	5.47	1.331
210.8604	-56.2134	5.93	1.201
210.9559	-60.3730	0.64	-0.153
211.0973	64.3759	3.65	-0.032
211.3328	-76.7968	5.69	1.220
211.5115	-41.1796	4.36	-0.191
211.5929	-26.6824	3.26	1.116
211.6706	-36.3700	2.08	1.019
211.6784	-9.3135	5.46	0.353
211.9823	43.8545	5.21	1.463
212.0721	49.4582	5.26	1.638
212.2122	77.5475	4.80	1.370
212.3960	-51.5047	5.96	-0.044
212.4784	-53.4389	4.74	0.936
212.5997	25.0917	4.82	0.536
212.7104	-16.3020	4.94	1.675
213.0167	69.4325	5.19	1.566
213.0659	2.4094	4.99	-0.100
213.1918	-27.2612	5.08	1.154
213.2239	-10.2737	4.18	1.327
213.3709	51.7900	4.52	0.207
213.4200	-0.8455	5.90	0.478
213.5216	12.9594	5.53	0.546
213.6778	-41.8375	5.61	0.924
213.7119	10.1006	5.29	1.018
213.7381	-57.0861	5.05	-0.078
213.8504	-18.2007	5.53	-0.002
213.9153	19.1824	0.16	1.137
214.0036	-6.0005	4.08	0.518
214.0959	46.0883	4.18	0.085
214.1613	-66.5879	5.76	-0.098
214.3685	15.2634	5.85	1.642
214.4992	35.5095	4.81	1.052
214.5579	-81.0078	4.90	0.249
214.6594	-18.7160	5.86	0.009
214.7537	-25.8154	5.88	0.494
214.7775	-13.3711	4.52	0.135
214.8178	13.0043	5.40	0.402
214.8495	-37.0029	5.93	0.077
214.8509	-46.0581	3.55	-0.167
214.8853	-2.2655	5.15	1.023
214.9385	16.3069	4.84	1.238
214.9646	-61.2730	5.22	0.287
215.0404	-43.0588	5.55	0.907
215.0814	-56.3865	4.35	0.070
215.1393	-37.8853	4.05	-0.029
215.1774	-45.1871	4.78	0.304
215.5822	-34.7868	5.57	-0.092
215.5965	-80.1089	5.06	-0.112
215.6545	-58.4591	4.92	0.849
215.7593	-39.5118	4.42	-0.179
215.7741	-27.7540	4.79	1.317
215.8446	8.4466	5.03	-0.006
215.9524	-53.1762	5.99	1.109
216.0473	5.8201	5.10	0.131
216.2026	-24.8063	5.34	0.961
216.2764	-68.1953	5.60	0.434
216.2992	51.8507	4.05	0.507
216.5451	-45.3793	4.35	0.431
216.6140	19.2269	5.40	0.242
216.7301	-83.6679	4.31	1.308
216.7795	-65.8216	5.84	1.489
216.8814	75.6960	4.24	1.431
217.0434	-29.4916	4.98	-0.077
217.0506	-2.2280	4.84	0.683
217.1576	49.8449	5.58	0.856
217.1738	-6.9005	5.42	1.475
217.4605	0.8289	5.97	0.155
217.5873	-49.5190	5.39	0.052
217.7952	-38.8697	5.99	1.047
217.9575	30.3714	3.57	1.300
218.0195	38.3083	3.04	0.209
218.1289	55.3980	5.72	1.530
218.1356	22.2601	5.90	0.388
218.1544	-50.4572	4.43	-0.176
218.3749	-52.6795	5.87	1.079
218.3849	-54.9986	5.86	0.480
218.6604	36.6261	6.00	1.401
218.6651	49.3684	5.74	1.562
218.8768	-42.1578	2.34	-0.160
219.1839	-40.2116	5.74	-0.108
219.4718	-49.4258	4.05	-0.142
219.5583	18.2984	5.91	1.097
219.5634	54.0233	5.82	0.004
219.7093	44.4045	5.40	0.027
219.8962	-60.8372	1.35	0.900
220.1815	16.4183	4.86	-0.086
220.2558	-36.1349	5.67	-0.084
220.2871	13.7284	3.78	0.044
220.4115	8.1618	4.86	1.000
220.4313	11.6607	5.55	0.939
220.4823	-47.3882	2.29	-0.156
220.4900	-37.7935	4.00	-0.160
220.6267	-64.9751	3.18	0.269
220.7651	-5.6582	3.87	0.391
220.9143	-35.1737	4.05	1.356
220.9351	40.4593	5.71	1.403
221.2467	27.0742	2.50	1.129
221.3103	16.9643	4.60	0.966
221.3222	-62.8756	5.36	0.298
221.3759	0.7173	5.68	-0.015
221.5003	-25.4432	5.08	0.321
221.5248	15.1318	5.87	1.312
221.5282	-23.1530	5.81	0.968
221.5622	1.8929	3.73	0.002
221.7554	-52.3835	5.23	0.981
221.7712	-38.2906	5.90	1.356
221.9655	-79.0448	3.81	1.432
222.1585	-36.6347	6.00	1.345
222.1856	-66.5936	5.89	-0.110
222.3278	46.1162	5.76	0.477
222.3281	-24.2515	5.70	1.274
222.3294	-14.1490	5.60	0.037
222.4221	48.7208	5.68	0.501
222.4933	28.6158	5.79	0.066
222.5659	23.9118	5.88	0.590
222.5721	-27.9604	4.42	1.372
222.5851	82.5119	5.64	0.669
222.6235	37.2720	5.48	1.026
222.6764	74.1555	2.06	1.480
222.7196	-16.0418	2.75	0.169
222.7545	-2.2992	4.93	0.988
222.8474	19.1005	4.67	0.725
222.8602	59.2940	5.48	1.372
222.9096	-43.5754	4.33	-0.142
223.1469	-63.8098	5.95	0.729
223.2128	-37.8032	5.02	-0.157
223.3066	-73.1901	5.59	0.820
223.5839	-24.6422	5.26	1.342
223.8940	-60.1142	5.18	1.161
223.9363	-33.8558	5.32	0.042
224.0551	14.4463	5.91	-0.034
224.0719	-52.8095	5.39	0.131
224.0960	49.6284	5.64	0.522
224.1327	-47.8791	5.62	-0.035
224.1833	-62.7810	5.08	-0.026
224.1921	-11.4097	5.46	1.475
224.2958	-4.3465	4.47	0.320
224.2987	16.3881	5.72	0.947
224.3667	-21.4155	5.75	1.099
224.3885	-0.1676	5.51	1.128
224.3890	-35.3840	5.51	1.128
224.3959	65.9325	4.69	1.445
224.4708	-76.6627	5.37	1.437
224.6330	-43.1340	2.68	-0.185
224.7904	-42.1042	3.13	-0.179
224.8463	4.5678	5.92	1.586
224.9039	39.2653	5.64	0.330
225.2431	-8.5189	4.95	-0.010
225.3046	-38.0584	5.87	1.263
225.3326	-2.7549	5.52	1.666
225.3629	60.2045	5.92	0.102
225.4538	-0.1403	5.72	1.479
225.4865	40.3906	3.48	0.952
225.5271	25.0081	4.79	1.500
225.7252	2.0913	4.40	1.044
225.7470	-32.6433	5.44	-0.115
225.7752	35.2058	5.52	1.020
225.9471	47.6541	4.83	0.647
226.0176	-25.2820	3.28	1.621
226.1114	26.9476	4.51	1.261
226.2008	-64.0314	5.17	0.930
226.2795	-47.0512	3.91	-0.144
226.3299	-41.0672	5.14	1.007
226.5697	54.5563	5.25	0.949
226.6383	-30.9185	5.98	-0.079
226.6567	-16.2568	5.19	1.574
226.8253	24.8692	4.93	0.435
227.0991	26.3012	5.67	1.244
227.1633	-42.8679	5.83	-0.110
227.2109	-45.2799	4.06	-0.160
227.3746	-67.0841	5.77	0.669
227.5305	-38.7925	5.98	0.857
227.8166	-55.3460	5.46	1.116
227.9836	-48.7378	3.86	-0.032
228.0178	18.9760	5.95	1.413
228.0712	-52.0992	3.41	0.918
228.0714	-19.7971	3.41	0.918
228.2066	-44.5004	4.82	-0.167
228.5252	31.7878	5.98	1.555
228.5799	-70.0795	5.62	3.556
228.6215	29.1643	5.28	0.058
228.6555	-31.5191	4.92	0.371
228.6597	67.3467	5.15	0.541
228.7973	4.9394	5.34	1.069
228.8757	33.3148	3.47	0.954
228.9545	0.3721	5.63	0.178
229.0168	-41.4912	5.17	0.580
229.0959	-22.3994	5.51	1.342
229.2371	-60.9573	5.08	-0.097
229.2517	-9.3829	2.61	-0.074
229.3785	-58.8012	4.07	0.101
229.4120	-63.6105	4.85	1.259
229.4577	-30.1487	4.34	1.098
229.6021	20.5728	5.69	0.966
229.6089	-0.4612	5.87	1.507
229.6331	-47.8751	4.28	-0.098
229.7274	-68.6795	2.88	0.026
229.8283	1.7654	5.05	0.537
230.0215	51.9585	5.65	0.119
230.0357	29.6162	5.51	1.012
230.1821	71.8340	3.03	0.058
230.2583	0.7153	5.38	1.214
230.2817	-5.8249	5.54	1.048
230.3430	-40.6475	3.22	-0.201
230.4515	-36.2614	3.56	1.528
230.4524	32.9337	5.38	-0.054
230.6552	62.0471	5.99	-0.032
230.6557	39.5815	5.54	1.634
230.6601	63.3414	5.72	1.314
230.6703	-44.6896	3.38	-0.175
230.8013	30.2878	5.00	0.575
230.8444	-59.3208	4.51	0.190
230.9677	-12.3695	5.72	1.026
231.0495	-10.3223	4.92	0.453
231.1226	37.3772	4.30	0.319
231.1875	-39.7103	5.38	-0.094
231.2324	58.9661	3.30	1.176
231.3342	-38.7336	4.61	0.010
231.4475	15.4280	5.15	1.623
231.5724	34.3360	5.45	1.413
231.8255	-36.7676	5.45	-0.146
231.8878	-64.5315	5.72	1.656
231.9572	29.1057	3.66	0.308
231.9643	60.6702	5.90	1.440
232.1593	1.8421	5.16	0.237
232.3511	-46.7327	5.24	1.746
232.7324	64.2087	5.74	0.972
233.1529	-19.6705	5.50	0.187
233.2301	-16.8528	5.50	-0.136
233.2324	31.3591	4.16	-0.122
233.2414	-1.1864	5.51	1.097
233.5071	-40.0664	5.84	1.629
233.5446	-10.0645	4.61	1.021
233.6720	26.7147	2.22	0.028
233.7006	10.5389	4.12	0.259
233.7852	-41.1668	2.78	-0.185
233.7859	19.1119	2.78	-0.185
233.8122	39.0101	5.14	1.623
233.8175	53.9221	5.97	1.183
233.8816	-14.7895	3.92	1.003
233.9719	-44.9584	4.55	-0.175
234.1218	16.1191	5.94	0.339
234.1801	-66.3170	4.11	1.165
234.2560	-28.1351	3.60	1.385
234.4130	69.2833	5.64	1.371
234.4567	40.3534	5.26	0.881
234.5134	-42.5673	4.34	1.409
234.5676	46.7978	5.76	0.352
234.5678	-21.0163	5.82	1.064
234.6425	50.4233	5.84	0.838
234.6640	-29.7778	3.66	-0.159
234.7061	-52.3727	5.43	0.001
234.8445	36.6358	5.00	-0.099
234.9416	-34.4119	4.66	0.978
234.9856	-59.9083	5.94	0.494
235.0704	-23.8181	4.95	1.325
235.2463	16.0246	5.99	0.903
235.2974	-44.6612	4.65	0.408
235.3877	19.6704	4.51	0.058
235.4476	12.8475	5.33	0.037
235.4778	-76.0820	5.95	-0.037
235.4780	18.4640	5.80	0.215
235.4867	-19.6788	4.75	1.558
235.6596	-37.4249	5.24	0.984
235.6857	26.2956	3.82	0.016
235.7115	52.3609	5.49	-0.046
235.8205	-84.4653	5.57	0.114
235.9971	32.5158	5.57	1.074
236.0076	2.5152	5.87	0.677
236.0147	77.7945	4.29	0.045
236.0183	-15.6728	5.42	0.235
236.0670	6.4256	2.63	1.183
236.3478	5.4473	5.57	0.030
236.5235	-1.8042	5.39	-0.039
236.5469	15.4218	3.66	0.073
236.6109	7.3531	4.42	0.607
236.6667	62.5996	5.20	0.052
236.6842	-34.6825	5.61	-0.112
237.1434	28.1567	5.90	0.593
237.1849	18.1416	4.09	1.603
237.3985	26.0684	4.60	0.780
237.4050	-3.4302	3.55	-0.021
237.4896	-48.9124	5.86	0.068
237.5295	-53.2098	5.78	-0.064
237.5731	2.1965	5.23	1.014
237.7040	4.4777	3.71	0.154
237.7397	-33.6272	3.96	-0.034
237.7448	-25.7513	4.65	-0.075
237.7784	-55.0555	5.77	-0.013
237.8080	35.6574	4.81	1.002
237.8163	20.9779	4.74	1.518
237.8809	-47.0608	6.00	1.161
238.0690	55.8267	5.80	0.968
238.1689	42.4515	4.61	0.562
238.3336	-20.1670	5.03	-0.029
238.4564	-16.7293	4.13	1.022
238.6442	20.3110	5.44	1.592
238.7857	-63.4307	2.84	0.313
238.8733	-68.6030	5.10	1.106
238.9483	37.9470	5.44	0.347
239.1133	15.6616	3.85	0.478
239.2212	-29.2141	3.88	-0.185
239.2229	-33.9661	5.09	0.117
239.3107	14.4145	5.54	1.139
239.3389	-36.1853	5.82	0.972
239.3969	26.8779	4.14	1.234
239.4186	-20.9831	5.85	0.008
239.4477	54.7498	4.96	0.279
239.5474	-14.2794	4.95	-0.079
239.6453	-24.8315	5.44	-0.095
239.7130	-26.1141	2.89	-0.160
239.7405	36.6438	5.59	1.530
239.7423	-65.0376	5.75	-0.069
239.8761	-41.7444	4.99	0.981
240.0305	-38.3967	3.43	-0.207
240.0816	-16.5334	5.46	0.513
240.0834	-22.6217	2.30	-0.090
240.1985	-8.4114	5.53	0.039
240.2131	4.4274	5.82	0.995
240.2611	33.3035	5.40	0.608
240.3097	17.8184	5.11	0.996
240.3607	29.8511	4.98	-0.053
240.4723	58.5653	4.01	0.542
240.5232	52.9159	5.91	1.497
240.5737	22.8045	4.82	0.077
240.6996	46.0367	4.72	-0.090
240.8037	-49.2297	4.64	0.924
240.8359	-25.8652	4.97	1.233
240.8806	76.7939	5.73	0.048
240.8836	-57.7751	4.66	0.234
240.8932	-32.0005	6.00	0.472
241.0922	-11.3731	4.16	0.450
241.1534	-37.8630	5.91	0.392
241.3593	-19.8055	2.62	-0.072
241.4826	-72.4009	5.69	1.173
241.5820	67.8101	5.44	-0.028
241.6227	-45.1732	4.72	0.247
241.6481	-36.8023	4.22	-0.173
241.7018	-20.6692	3.95	-0.049
241.9017	-12.7454	5.76	0.003
241.9064	9.8917	5.64	0.205
242.0189	17.0470	5.00	0.926
242.0316	-26.3267	5.37	1.625
242.1170	8.5343	5.74	1.546
242.1924	44.9349	4.24	-0.049
242.2429	36.4909	4.73	1.016
242.2453	3.4545	5.92	1.483
242.2967	6.3787	5.94	0.991
242.4605	-3.4667	5.39	1.419
242.4691	-33.5458	5.50	-0.079
242.7586	-29.4162	5.10	1.132
242.8238	-41.1198	5.86	0.280
242.9085	23.4948	5.82	1.489
242.9483	42.3746	5.87	1.463
242.9989	-19.4607	4.13	-0.018
243.0000	-10.0643	4.94	0.101
243.0759	-27.9264	4.58	-0.152
243.3143	5.0211	5.46	1.470
243.3446	-55.5409	5.79	0.361
243.3697	-54.6305	4.95	1.014
243.4621	-11.8377	5.24	1.380
243.5864	-3.6943	2.73	1.581
243.5932	-33.0111	5.92	1.014
243.6702	33.8586	5.54	0.584
243.8138	-47.3720	5.13	-0.109
243.8595	-63.6857	3.85	1.097
243.8693	18.8081	5.71	1.123
244.1803	-53.8111	5.47	1.671
244.1866	29.1503	5.79	0.061
244.2726	-67.9413	5.95	0.156
244.3139	59.7550	5.43	1.521
244.3762	75.7553	4.96	0.376
244.5746	-28.6140	4.79	0.028
244.5804	-4.6925	3.24	0.969
244.7518	-14.8728	6.00	1.474
244.7967	49.0382	5.92	1.368
244.8235	-42.6740	5.44	0.099
244.8864	-30.9067	5.50	0.466
244.9352	46.3134	3.90	-0.140
244.9601	-50.1555	4.01	1.090
244.9798	39.7086	5.49	0.407
245.1052	-55.1397	5.75	0.973
245.1591	-24.1693	4.59	0.743
245.2971	-25.5928	2.91	0.099
245.4801	19.1531	3.74	0.292
245.5181	1.0290	4.82	0.348
245.5243	30.8920	4.85	0.979
245.5893	33.7991	5.21	1.603
245.6211	-43.9121	5.91	1.119
245.9979	61.5142	2.73	0.914
246.0054	-39.1930	5.37	0.631
246.0258	-20.0373	4.49	1.018
246.0451	6.9482	5.83	0.010
246.1056	55.2051	5.75	-0.006
246.1323	-37.5660	5.42	-0.093
246.1657	-29.7034	5.40	0.625
246.3507	37.3941	5.54	0.172
246.3540	14.0333	4.58	0.012
246.3963	-23.4472	4.57	0.227
246.4299	78.9639	5.56	0.244
246.7560	-18.4563	4.26	0.213
246.7960	-47.5548	4.53	-0.078
246.9508	-8.3717	4.64	0.188
246.9889	-64.0579	5.29	0.348
247.0632	-58.5998	5.68	0.001
247.1173	-70.0844	4.91	0.554
247.1416	0.6650	5.39	1.462
247.1606	41.8817	4.90	1.267
247.3519	-26.4320	1.07	1.844
247.4264	-46.2432	5.35	0.487
247.4455	-14.5509	5.67	0.815
247.5520	-25.1152	4.79	-0.127
247.5550	21.4896	2.78	0.941
247.6398	20.4792	5.24	1.245
247.7057	-61.6335	5.18	1.237
247.7284	1.9839	3.90	0.048
247.7849	-16.6127	4.29	0.929
247.8456	-34.7044	4.24	-0.157
247.9240	-41.8171	5.32	0.292
247.9468	45.5983	5.67	0.106
248.0342	-21.4664	4.44	0.139
248.1070	60.8233	5.93	0.035
248.1487	5.5212	5.63	-0.048
248.1512	11.4880	4.84	1.491
248.3628	-78.8971	3.87	0.917
248.5209	-44.0453	4.92	0.036
248.5258	42.4370	4.21	-0.016
248.5806	-70.9881	5.49	1.245
248.9367	-65.4954	5.50	0.944
248.9706	-28.2160	2.83	-0.207
249.0467	46.6133	5.82	1.035
249.0572	52.9244	5.08	-0.040
249.0894	-2.3246	5.77	0.848
249.0936	-35.2553	4.17	1.560
249.0940	-42.8589	5.47	0.390
249.2897	-10.5671	2.58	0.015
249.5019	56.0155	5.28	1.052
249.6869	48.9283	4.88	1.547
249.7718	-37.2174	5.93	-0.021
250.1612	4.2198	5.78	-0.007
250.2297	64.5890	4.84	1.198
250.3215	31.6027	2.85	0.651
250.3463	-68.2961	5.89	-0.081
250.3933	-17.7422	4.92	1.078
250.4029	26.9169	5.92	0.400
250.4270	1.1812	5.73	0.330
250.4394	-33.1458	5.84	0.657
250.4737	-19.9244	5.57	0.421
250.7240	38.9223	3.48	0.917
250.7694	-77.5174	4.23	1.064
251.1656	-53.1523	5.97	1.229
251.1775	-40.8397	5.65	-0.106
251.2508	-28.5097	5.99	0.091
251.3242	56.7819	4.85	0.372
251.3438	15.7453	5.63	1.609
251.4579	8.5826	5.14	1.539
251.4927	82.0373	4.22	0.890
251.6666	-67.1097	5.11	-0.092
251.6998	-39.3770	5.49	0.973
251.8323	42.2389	5.92	1.474
251.9434	5.2467	5.22	-0.007
252.1662	-69.0277	1.91	1.447
252.3092	45.9833	4.82	0.091
252.3944	13.2611	5.93	0.022
252.4465	-59.0414	3.76	1.565
252.4585	-10.7830	4.64	0.489
252.5409	-34.2932	2.29	1.144
252.5808	7.2477	5.48	0.107
252.6623	29.8065	5.72	1.598
252.8539	1.2159	5.51	0.051
252.8905	-41.2305	5.25	0.038
252.9386	24.6564	5.03	1.245
253.2419	31.7017	5.34	0.308
253.3232	47.4167	5.98	1.324
253.3551	-20.4156	5.87	0.686
253.5015	-57.9095	5.92	1.563
253.5020	10.1654	4.37	-0.094
253.6459	-42.3613	3.61	1.392
253.6487	-6.1540	5.23	1.098
253.7299	20.9585	5.40	0.960
253.8424	18.4332	5.35	1.413
254.0070	65.1348	4.88	0.492
254.1199	-52.2837	5.94	-0.072
254.2002	-23.1503	5.59	0.001
254.2966	-33.2595	5.48	1.588
254.4171	9.3750	3.19	1.158
254.5747	-50.6412	5.54	0.008
254.6550	-55.9901	3.11	1.611
254.8915	-69.2682	5.80	-0.099
254.8960	-53.1604	4.05	1.451
255.0262	-54.5972	5.65	0.188
255.0396	-24.9891	5.74	0.397
255.0724	30.9264	3.91	-0.008
255.1541	-35.9341	5.94	1.160
255.2422	22.6321	5.66	1.331
255.2650	-4.2226	4.81	1.482
255.4015	33.5683	5.28	0.020
255.4693	-32.1435	5.02	-0.092
255.5779	25.5056	5.77	1.008
255.7828	14.0919	4.98	1.575
255.9623	-38.1526	5.91	0.393
256.1030	-57.7122	5.74	-0.099
256.2056	-34.1229	4.86	0.200
256.3201	0.7026	6.00	0.576
256.3338	54.4700	5.55	0.483
256.3445	12.7408	4.88	0.139
256.3844	-0.8921	5.64	0.099
256.5752	22.0842	5.57	1.299
256.5841	-37.2276	5.98	0.069
257.0086	35.9352	5.41	0.318
257.0619	-17.6091	5.98	1.005
257.1966	65.7147	3.18	-0.107
257.1981	-30.4037	5.92	0.290
257.3885	40.7770	5.07	1.274
257.4498	-10.5233	5.43	0.465
257.5945	-15.7249	2.43	0.098
257.6763	-44.5577	5.06	0.866
257.9112	-48.8734	5.96	1.763
258.0383	-43.2392	3.32	0.426
258.0675	-39.5069	5.67	0.038
258.1159	10.5852	5.33	1.564
258.1357	62.8743	5.55	0.207
258.3245	-67.1966	5.88	1.067
258.6619	14.3903	3.37	1.276
258.7580	24.8392	3.13	0.091
258.7618	36.8092	3.14	1.433
258.8302	-33.5484	5.62	-0.059
258.8345	-14.5841	6.00	1.094
258.8374	-26.6028	4.33	0.855
258.8998	-38.5939	5.95	0.580
258.9228	23.7428	5.98	1.334
259.1321	1.2105	5.91	0.020
259.1529	-0.4453	4.74	1.162
259.2652	-32.6628	5.53	0.503
259.3315	33.1001	4.81	-0.169
259.5028	-24.2869	5.11	1.043
259.5970	38.8114	5.97	1.008
259.6541	10.8645	5.02	1.531
259.6993	-44.1297	5.75	-0.039
259.7022	28.8230	5.68	0.977
259.7382	-34.9898	5.91	1.082
259.7660	-46.6362	5.47	0.764
259.8021	-59.6946	5.90	1.388
259.9046	80.1364	5.72	1.498
260.0410	25.5376	5.37	0.053
260.0786	18.0571	5.01	1.626
260.0880	46.2408	5.50	1.557
260.1649	32.4677	5.39	0.615
260.2069	-12.8469	4.34	0.042
260.2259	24.4994	5.13	-0.003
260.2516	-21.1129	4.39	0.394
260.4317	39.9746	5.56	0.665
260.4390	53.4204	5.68	1.462
260.4978	-67.7707	4.76	1.218
260.5024	-24.9995	3.26	-0.187
260.5245	-70.1232	5.40	-0.045
260.7281	-37.2208	5.92	1.079
260.7301	-58.0103	5.86	1.095
260.8170	-47.4682	5.26	-0.123
260.8400	-28.1428	5.30	1.539
260.9206	37.1459	4.51	-0.024
260.9901	8.8526	5.76	1.240
261.0045	-62.8642	5.69	-0.148
261.0274	22.9603	5.71	0.220
261.0545	-44.1626	5.11	-0.062
261.1314	16.3010	5.75	0.069
261.1751	-21.4415	5.83	0.933
261.3250	-55.5299	2.82	1.478
261.4223	60.0484	5.65	0.027
261.5002	-50.6335	5.20	1.042
261.5926	-24.1753	4.16	0.295
261.6287	4.1404	4.32	1.489
261.6578	-5.0866	4.54	0.387
261.6843	48.2601	5.84	0.127
261.6923	34.6958	5.94	0.000
261.7047	20.0810	5.52	-0.123
261.7166	-45.8430	5.60	-0.070
261.8386	-29.8670	4.28	0.412
261.9900	-52.2972	5.73	1.168
262.2069	0.3306	5.42	0.233
262.5992	-1.0629	5.33	0.720
262.6082	52.3014	2.80	0.958
262.6846	26.1106	4.39	1.420
262.6910	-37.2958	2.68	-0.180
262.7307	31.1581	5.63	0.956
262.7746	-60.6838	3.60	-0.090
262.8389	2.7245	5.58	0.834
262.8470	-56.9210	5.99	-0.049
262.8540	-23.9626	4.80	0.013
262.8644	-80.8591	5.87	1.589
262.9566	28.4075	5.66	-0.005
262.9604	-49.8761	2.85	-0.113
263.0542	86.5865	4.35	0.032
263.2802	41.2434	5.73	1.086
263.2808	-41.1731	5.85	0.032
263.3451	19.2567	5.65	0.494
263.3744	-5.7448	5.62	0.184
263.4141	16.3176	5.69	0.999
263.6529	9.5867	5.80	0.040
263.6771	-32.5817	5.69	0.040
263.6931	-11.2420	5.54	0.010
263.7336	12.5600	2.09	0.190
263.7483	61.8746	5.25	0.599
263.9150	-46.5057	4.58	-0.021
264.1368	-38.6353	4.27	1.083
264.1569	48.5856	5.36	1.140
264.2379	68.7580	4.78	0.440
264.3297	-42.9978	1.86	0.442
264.3796	24.3100	5.76	0.110
264.3967	-15.3986	3.54	0.279
